full_name,age,positions,nationality,overall_rating,potential,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),work_rate,body_type,national_team,national_team_position,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,GK_diving,GK_handling,GK_kicking,GK_positioning,GK_reflexes,tags,traits,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,current_age
Clément Lenglet,23,CB,France,82,88,Left,1,4,2,Medium/ High,Lean,,,36,23,80,78,24,60,25,27,69,76,72,73,62,81,60,58,85,73,80,35,80,82,50,60,43,78,85,84,80,10,10,9,12,7,,Power Header,58+2,58+2,58+2,59+2,61+2,61+2,61+2,59+2,63+2,63+2,63+2,62+2,68+2,68+2,68+2,62+2,72+2,78+2,78+2,78+2,72+2,75+2,81+2,81+2,81+2,75+2,29
Pau López Sabata,24,GK,Spain,82,87,Left,1,3,1,Medium/ Medium,Lean,Spain,SUB,24,19,15,38,17,18,23,21,41,16,45,52,40,74,57,21,71,42,52,18,39,16,20,62,25,62,19,20,11,81,83,79,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
Hirving Rodrigo Lozano Bahena,23,"RW,LW",Mexico,82,87,Right,3,4,4,High/ Low,Lean,Mexico,LS,75,77,58,74,75,84,72,65,67,81,94,93,91,82,76,76,67,80,59,76,64,45,78,75,64,77,42,35,29,11,10,14,14,10,"#Speedster,#Acrobat","Beat Offside Trap,Speed Dribbler (CPU AI Only)",76+3,76+3,76+3,81+3,79+3,79+3,79+3,81+3,79+3,79+3,79+3,80+3,72+3,72+3,72+3,80+3,64+3,59+3,59+3,59+3,64+3,60+3,51+3,51+3,51+3,60+3,29
Malcom Filipe Silva de Oliveira,22,RW,Brazil,82,89,Left,2,4,4,Medium/ Medium,Normal,,,79,75,57,80,71,85,77,81,73,85,87,82,92,79,84,85,58,74,64,85,53,26,78,81,68,78,21,28,17,8,14,15,7,9,#Acrobat,"Diver,Flair,Long Shot Taker (CPU AI Only),Speed Dribbler (CPU AI Only),Takes Finesse Free Kicks",77+2,77+2,77+2,81+2,81+2,81+2,81+2,81+2,81+2,81+2,81+2,80+2,74+2,74+2,74+2,80+2,58+2,55+2,55+2,55+2,58+2,53+2,43+2,43+2,43+2,53+2,28
Lucas Torreira Di Pascua,23,"CDM,CM",Uruguay,82,87,Right,2,3,3,Medium/ High,Normal,Uruguay,LCM,74,50,59,83,65,78,70,78,77,81,81,74,85,79,93,78,52,85,66,74,86,86,65,74,48,78,84,84,77,5,5,13,7,9,,"Power Free-Kick,Long Shot Taker (CPU AI Only),Playmaker (CPU AI Only)",68+2,68+2,68+2,74+2,73+2,73+2,73+2,74+2,75+2,75+2,75+2,75+2,78+2,78+2,78+2,75+2,80+2,81+2,81+2,81+2,80+2,79+2,77+2,77+2,77+2,79+2,29
Gonçalo Manuel Ganchinho Guedes,22,"LM,ST,RM,LW",Portugal,82,86,Right,1,4,4,High/ Medium,Normal,Portugal,SUB,78,75,60,77,71,86,76,70,69,81,89,90,85,80,78,81,65,75,62,77,67,50,77,77,69,80,24,34,30,9,12,11,9,9,#Dribbler,"Diver,Flair,Long Shot Taker (CPU AI Only),Speed Dribbler (CPU AI Only),Technical Dribbler (CPU AI Only)",76+2,76+2,76+2,80+2,80+2,80+2,80+2,80+2,79+2,79+2,79+2,80+2,73+2,73+2,73+2,80+2,63+2,59+2,59+2,59+2,63+2,59+2,50+2,50+2,50+2,59+2,28
Giovani Lo Celso,22,"CM,CAM,CDM",Argentina,82,88,Left,1,3,4,High/ Medium,Lean,Argentina,RCM,75,77,59,82,69,84,82,72,84,84,77,79,82,80,81,80,64,80,69,76,65,65,79,84,60,79,61,67,67,10,7,10,15,14,,"Finesse Shot,Flair,Speed Dribbler (CPU AI Only),Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only),Takes Finesse Free Kicks",76+2,76+2,76+2,80+2,80+2,80+2,80+2,80+2,81+2,81+2,81+2,80+2,80+2,80+2,80+2,80+2,74+2,74+2,74+2,74+2,74+2,72+2,67+2,67+2,67+2,72+2,28
Fabián Ruiz Peña,22,"CM,CDM,CAM",Spain,82,90,Left,1,4,4,Medium/ Medium,Lean,,,72,79,67,80,67,83,75,59,80,83,69,67,73,79,66,75,46,75,70,83,68,77,80,84,67,77,70,78,75,16,11,7,13,13,,Long Shot Taker (CPU AI Only),76+2,76+2,76+2,78+2,79+2,79+2,79+2,78+2,80+2,80+2,80+2,78+2,80+2,80+2,80+2,78+2,75+2,77+2,77+2,77+2,75+2,74+2,73+2,73+2,73+2,74+2,28
Frenkie de Jong,21,"CM,CDM,CB",Netherlands,82,89,Right,1,3,4,Medium/ Medium,Lean,Netherlands,LDM,75,52,64,87,64,86,82,64,82,88,80,78,84,83,78,68,76,74,69,57,64,78,66,85,45,86,69,73,70,7,13,10,10,9,#Dribbler,"Flair,Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only)",70+2,70+2,70+2,77+2,76+2,76+2,76+2,77+2,79+2,79+2,79+2,79+2,80+2,80+2,80+2,79+2,77+2,78+2,78+2,78+2,77+2,76+2,72+2,72+2,72+2,76+2,27
Arthur Henrique Ramos Oliveira Melo,22,CM,Brazil,82,90,Right,1,3,4,Medium/ Medium,Normal,,,70,72,58,86,63,83,68,60,80,84,68,70,79,81,90,76,78,78,62,74,73,75,77,84,69,86,65,76,70,6,13,13,11,12,,"Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only)",74+2,74+2,74+2,78+2,78+2,78+2,78+2,78+2,80+2,80+2,80+2,78+2,81+2,81+2,81+2,78+2,75+2,77+2,77+2,77+2,75+2,73+2,71+2,71+2,71+2,73+2,28
Rodrigo Hernández Cascante,22,"CM,CDM",Spain,82,87,Right,1,3,4,Medium/ Medium,Lean,Spain,SUB,63,64,75,84,59,77,65,54,80,82,70,66,69,80,72,70,69,82,75,76,63,81,75,83,46,83,71,79,74,10,10,7,14,8,,,73+2,73+2,73+2,74+2,76+2,76+2,76+2,74+2,78+2,78+2,78+2,75+2,80+2,80+2,80+2,75+2,76+2,78+2,78+2,78+2,76+2,75+2,75+2,75+2,75+2,75+2,28
Jordan Brian Henderson,28,"CDM,CM",England,82,82,Right,2,3,3,Medium/ High,Normal,England,RCM,81,67,65,84,72,73,80,74,84,80,67,66,68,80,70,77,79,91,72,71,77,80,75,83,64,78,77,79,76,7,13,7,9,13,,"Injury Prone,Leadership,Early Crosser,Long Passer (CPU AI Only),Team Player",72+2,72+2,72+2,75+2,75+2,75+2,75+2,75+2,77+2,77+2,77+2,77+2,80+2,80+2,80+2,77+2,79+2,80+2,80+2,80+2,79+2,78+2,76+2,76+2,76+2,78+2,34
Giuliano Victor de Paula,28,"CAM,RW",Brazil,82,82,Right,2,3,4,High/ Medium,Stocky,,,77,77,59,82,65,82,67,71,80,84,85,77,85,81,85,78,61,82,74,76,72,42,81,80,79,82,49,43,38,16,11,13,9,8,,"Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only)",77+2,77+2,77+2,80+2,80+2,80+2,80+2,80+2,81+2,81+2,81+2,80+2,77+2,77+2,77+2,80+2,66+2,65+2,65+2,65+2,66+2,62+2,56+2,56+2,56+2,62+2,34
Kieran Trippier,28,"RB,RWB",England,82,82,Right,2,4,3,High/ Medium,Normal,England,SUB,91,48,73,79,54,75,87,83,78,81,76,75,74,80,74,75,73,88,65,70,70,79,75,80,66,73,77,82,79,11,14,8,11,10,#Crosser,"Long Throw-in,Injury Free,Early Crosser",70+2,70+2,70+2,75+2,73+2,73+2,73+2,75+2,75+2,75+2,75+2,77+2,78+2,78+2,78+2,77+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,34
Aaron Ramsey,28,"CM,CDM,CAM",Wales,82,82,Right,3,3,3,High/ High,Lean,Wales,CAM,75,74,58,84,79,81,70,66,80,82,65,69,73,81,74,81,66,89,67,74,73,69,84,79,75,81,66,70,67,6,11,5,10,8,#Engine,"Injury Prone,Long Shot Taker (CPU AI Only)",75+3,75+3,75+3,77+3,78+3,78+3,78+3,77+3,79+3,79+3,79+3,79+3,80+3,80+3,80+3,79+3,75+3,75+3,75+3,75+3,75+3,73+3,69+3,69+3,69+3,73+3,34
Mario  Barwuah Balotelli,28,ST,Italy,82,82,Right,4,4,4,Medium/ Low,Normal,,,68,83,67,78,78,81,78,78,66,85,75,80,71,68,50,89,74,66,86,79,70,30,78,74,92,81,10,22,20,2,2,2,4,2,#Strength,"Power Free-Kick,Selfish,Flair,Long Shot Taker (CPU AI Only),Technical Dribbler (CPU AI Only),Through Ball",79+3,79+3,79+3,77+3,79+3,79+3,79+3,77+3,77+3,77+3,77+3,76+3,70+3,70+3,70+3,76+3,54+3,53+3,53+3,53+3,54+3,49+3,45+3,45+3,45+3,49+3,34
Giacomo Bonaventura,29,"CM,LW",Italy,82,82,Right,3,3,4,High/ Medium,Lean,,,82,70,70,84,78,83,78,78,80,85,75,77,77,82,77,84,69,84,66,86,68,72,78,82,68,82,74,72,68,10,14,7,15,14,,"Long Shot Taker (CPU AI Only),Technical Dribbler (CPU AI Only)",77+3,77+3,77+3,80+3,80+3,80+3,80+3,80+3,81+3,81+3,81+3,80+3,81+3,81+3,81+3,80+3,78+3,77+3,77+3,77+3,78+3,76+3,72+3,72+3,72+3,76+3,35
Jérôme Roussillon,26,"LB,LWB,LM",France,81,83,Left,2,3,3,High/ Medium,Stocky,,,81,64,71,77,57,79,75,56,70,79,87,85,77,76,78,75,73,84,77,65,75,77,71,71,51,75,75,84,79,9,7,13,8,15,,,73+2,73+2,73+2,76+2,75+2,75+2,75+2,76+2,74+2,74+2,74+2,77+2,75+2,75+2,75+2,77+2,79+2,77+2,77+2,77+2,79+2,79+2,77+2,77+2,77+2,79+2,32
Simone Zaza,27,ST,Italy,81,82,Left,2,3,4,High/ High,Normal,,,52,80,79,71,81,77,71,56,45,79,77,79,76,78,69,85,89,76,88,72,87,40,83,66,79,72,54,42,50,7,13,9,7,9,#Strength,"Dives Into Tackles (CPU AI Only),Beat Offside Trap,Flair,Target Forward",79+2,79+2,79+2,74+2,77+2,77+2,77+2,74+2,74+2,74+2,74+2,72+2,67+2,67+2,67+2,72+2,61+2,60+2,60+2,60+2,61+2,60+2,62+2,62+2,62+2,60+2,33
Šime Vrsaljko,27,RB,Croatia,81,81,Right,2,3,3,High/ Medium,Lean,,,82,44,73,77,53,74,70,57,70,79,78,79,67,79,72,75,85,87,73,58,75,80,65,68,52,67,79,81,77,15,11,10,10,12,,"Injury Prone,Dives Into Tackles (CPU AI Only)",67+2,67+2,67+2,71+2,70+2,70+2,70+2,71+2,70+2,70+2,70+2,74+2,73+2,73+2,73+2,74+2,79+2,77+2,77+2,77+2,79+2,79+2,77+2,77+2,77+2,79+2,33
Christoph Kramer,28,"CDM,CM",Germany,81,82,Right,2,3,3,High/ High,Lean,,,61,46,58,80,58,71,54,51,72,81,52,52,66,85,54,54,51,93,69,42,78,81,70,73,47,78,80,80,76,8,13,9,6,8,#Engine,,63+2,63+2,63+2,67+2,67+2,67+2,67+2,67+2,70+2,70+2,70+2,70+2,75+2,75+2,75+2,70+2,76+2,79+2,79+2,79+2,76+2,75+2,75+2,75+2,75+2,75+2,34
Benjamin Mendy,24,LB,France,81,86,Left,2,3,3,High/ Low,Normal,,,87,33,65,80,31,80,80,34,69,79,77,86,68,80,70,79,71,81,81,65,75,79,77,76,50,79,78,79,81,7,7,9,15,9,#Crosser,"Injury Prone,Early Crosser,Speed Dribbler (CPU AI Only)",68+2,68+2,68+2,74+2,73+2,73+2,73+2,74+2,74+2,74+2,74+2,76+2,76+2,76+2,76+2,76+2,80+2,78+2,78+2,78+2,80+2,80+2,77+2,77+2,77+2,80+2,30
Matija Nastasić,25,CB,Serbia,81,84,Left,2,2,2,Low/ High,Normal,,,46,30,77,73,32,43,72,68,69,65,65,77,65,80,59,44,81,62,78,22,78,78,30,55,52,80,83,83,87,11,16,11,15,13,,"Injury Prone,Long Passer (CPU AI Only)",52+2,52+2,52+2,53+2,52+2,52+2,52+2,53+2,55+2,55+2,55+2,56+2,62+2,62+2,62+2,56+2,70+2,74+2,74+2,74+2,70+2,74+2,79+2,79+2,79+2,74+2,31
Alassane Plea,25,"ST,LW",France,81,83,Right,2,3,4,High/ Medium,Stocky,,,78,82,73,76,81,78,78,74,68,79,78,77,79,81,78,83,75,82,77,81,63,39,83,78,65,76,29,40,30,11,15,16,12,15,,"Beat Offside Trap,Speed Dribbler (CPU AI Only)",79+2,79+2,79+2,79+2,79+2,79+2,79+2,79+2,78+2,78+2,78+2,78+2,73+2,73+2,73+2,78+2,62+2,59+2,59+2,59+2,62+2,58+2,53+2,53+2,53+2,58+2,31
Matthias Ginter,25,"CB,CDM",Germany,81,83,Right,2,3,2,Medium/ Medium,Normal,Germany,RWB,68,55,85,77,53,62,44,42,71,72,55,69,55,79,49,74,65,74,82,46,69,80,55,69,67,71,83,84,77,12,10,6,8,10,,,66+2,66+2,66+2,64+2,65+2,65+2,65+2,64+2,66+2,66+2,66+2,67+2,70+2,70+2,70+2,67+2,74+2,77+2,77+2,77+2,74+2,76+2,79+2,79+2,79+2,76+2,31
Gerard Moreno Balagueró,26,ST,Spain,81,83,Left,1,4,4,High/ Medium,Lean,,,61,78,80,75,79,78,69,56,56,80,76,79,70,81,69,80,73,77,74,77,55,40,83,58,75,72,43,41,41,15,12,7,12,10,,"Beat Offside Trap,Finesse Shot",79+2,79+2,79+2,75+2,77+2,77+2,77+2,75+2,74+2,74+2,74+2,74+2,69+2,69+2,69+2,74+2,61+2,58+2,58+2,58+2,61+2,60+2,56+2,56+2,56+2,60+2,32
Abdoulaye Doucouré,26,"CDM,CM",France,81,85,Right,2,3,3,High/ Medium,Lean,,,68,73,66,82,68,78,41,42,74,80,63,70,60,77,69,84,72,93,81,75,78,82,73,77,54,74,79,83,75,15,12,12,15,14,,,75+2,75+2,75+2,74+2,76+2,76+2,76+2,74+2,76+2,76+2,76+2,75+2,79+2,79+2,79+2,75+2,78+2,80+2,80+2,80+2,78+2,77+2,78+2,78+2,78+2,77+2,32
Raphaël Guerreiro,25,"LM,LB,CM",Portugal,81,84,Left,3,2,4,Medium/ Medium,Normal,,,85,75,52,84,79,83,84,82,77,84,82,68,88,83,86,79,63,74,49,82,69,84,77,79,44,78,67,70,77,12,6,8,11,8,#Acrobat,"Injury Prone,Avoids Using Weaker Foot,Flair,Long Shot Taker (CPU AI Only)",74+3,74+3,74+3,80+3,79+3,79+3,79+3,80+3,81+3,81+3,81+3,80+3,80+3,80+3,80+3,80+3,78+3,76+3,76+3,76+3,78+3,76+3,69+3,69+3,69+3,76+3,31
Ricardo Barbosa Pereira,25,"RB,RM",Portugal,81,84,Right,3,4,3,High/ High,Lean,,,81,62,64,80,56,83,78,45,78,79,88,87,82,81,77,68,74,84,60,62,75,81,75,76,60,81,76,83,76,16,12,15,11,11,,"Early Crosser,Speed Dribbler (CPU AI Only)",72+3,72+3,72+3,78+3,76+3,76+3,76+3,78+3,77+3,77+3,77+3,79+3,78+3,78+3,78+3,79+3,81+3,78+3,78+3,78+3,81+3,80+3,75+3,75+3,75+3,80+3,31
Samuel Castillejo Azuaga,24,"RM,LM,CM",Spain,81,85,Left,2,2,4,Medium/ High,Lean,,,80,76,43,80,58,84,78,75,76,82,85,86,83,82,78,78,63,55,50,72,48,50,80,80,59,71,45,43,25,13,16,15,8,14,,Speed Dribbler (CPU AI Only),74+2,74+2,74+2,81+2,79+2,79+2,79+2,81+2,80+2,80+2,80+2,80+2,74+2,74+2,74+2,80+2,63+2,61+2,61+2,61+2,63+2,59+2,50+2,50+2,50+2,59+2,30
Julian Brandt,22,"LM,RM,CAM",Germany,81,88,Right,2,4,4,Medium/ Medium,Lean,Germany,SUB,77,77,42,81,66,87,72,59,68,85,78,84,82,80,78,80,63,73,69,78,42,29,78,82,54,69,38,20,24,11,16,11,8,9,#Dribbler,"Flair,Technical Dribbler (CPU AI Only)",75+2,75+2,75+2,81+2,80+2,80+2,80+2,81+2,81+2,81+2,81+2,80+2,73+2,73+2,73+2,80+2,59+2,55+2,55+2,55+2,59+2,54+2,43+2,43+2,43+2,54+2,28
Steven Bergwijn,21,"LW,RW",Netherlands,80,86,Right,1,2,4,Medium/ Medium,Stocky,Netherlands,SUB,73,74,55,76,67,87,76,66,53,84,88,89,79,71,89,78,71,78,79,74,44,30,77,75,59,76,47,31,26,11,14,12,14,13,#Dribbler,"Flair,Speed Dribbler (CPU AI Only),Technical Dribbler (CPU AI Only)",76+2,76+2,76+2,79+2,78+2,78+2,78+2,79+2,78+2,78+2,78+2,78+2,69+2,69+2,69+2,78+2,61+2,55+2,55+2,55+2,61+2,56+2,49+2,49+2,49+2,56+2,27
André Miguel Valente da Silva,23,ST,Portugal,80,87,Right,2,3,4,Medium/ Medium,Normal,Portugal,SUB,59,83,77,69,79,77,69,33,58,80,77,78,77,81,72,76,84,77,74,60,76,55,84,68,80,75,28,40,35,14,13,7,11,8,,Beat Offside Trap,78+2,78+2,78+2,75+2,77+2,77+2,77+2,75+2,74+2,74+2,74+2,74+2,69+2,69+2,69+2,74+2,61+2,59+2,59+2,59+2,61+2,58+2,56+2,56+2,56+2,58+2,29
Mikel Oyarzabal Ugarte,21,"LW,LM,RW",Spain,80,87,Left,1,3,3,High/ Medium,Lean,,,81,78,44,80,64,84,69,71,73,85,72,75,70,81,70,73,58,72,59,79,42,29,80,79,52,70,50,32,30,10,6,10,13,11,,"Speed Dribbler (CPU AI Only),Backs Into Player",74+2,74+2,74+2,80+2,79+2,79+2,79+2,80+2,79+2,79+2,79+2,79+2,74+2,74+2,74+2,79+2,61+2,58+2,58+2,58+2,61+2,56+2,47+2,47+2,47+2,56+2,27
Richarlison de Andrade,21,"ST,LW,LM",Brazil,80,86,Right,1,5,4,High/ High,Normal,,,69,79,75,75,64,84,71,65,59,80,83,86,78,78,74,80,80,78,77,64,82,35,79,72,69,78,46,44,36,12,7,8,11,13,,"Diver,Selfish,Flair,Technical Dribbler (CPU AI Only)",78+2,78+2,78+2,78+2,78+2,78+2,78+2,78+2,76+2,76+2,76+2,77+2,70+2,70+2,70+2,77+2,62+2,60+2,60+2,60+2,62+2,60+2,57+2,57+2,57+2,60+2,27
Álvaro Odriozola Arzalluz,23,RB,Spain,80,88,Right,1,3,3,High/ Medium,Lean,,,81,45,73,77,48,69,69,30,70,77,80,82,78,77,79,58,71,80,63,59,63,75,68,63,62,69,83,79,80,11,12,10,5,14,,,65+2,65+2,65+2,71+2,68+2,68+2,68+2,71+2,70+2,70+2,70+2,72+2,71+2,71+2,71+2,72+2,78+2,75+2,75+2,75+2,78+2,78+2,75+2,75+2,75+2,78+2,29
Carlos Soler Barragán,22,"RM,CM",Spain,80,87,Right,1,4,4,Medium/ Medium,Lean,,,79,74,56,84,66,80,69,82,77,82,75,77,75,80,73,77,59,78,65,73,49,68,76,83,73,76,60,65,56,6,14,7,13,11,,Early Crosser,74+2,74+2,74+2,78+2,78+2,78+2,78+2,78+2,79+2,79+2,79+2,79+2,78+2,78+2,78+2,79+2,73+2,71+2,71+2,71+2,73+2,70+2,64+2,64+2,64+2,70+2,28
Houssem Aouar,20,"CM,LM",France,80,90,Right,1,4,4,High/ Medium,Lean,,,68,72,54,84,68,84,78,59,78,82,79,79,81,78,81,61,61,79,61,67,69,66,73,84,63,82,64,64,63,14,6,11,7,10,,"Finesse Shot,Flair,Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only)",72+2,72+2,72+2,78+2,77+2,77+2,77+2,78+2,79+2,79+2,79+2,78+2,78+2,78+2,78+2,78+2,72+2,73+2,73+2,73+2,72+2,70+2,65+2,65+2,65+2,70+2,26
Tanguy NDombèlé Alvaro,22,"CM,CDM",France,80,89,Right,1,3,4,High/ Medium,Normal,France,SUB,67,59,56,83,59,86,67,63,79,84,84,76,83,80,84,80,63,78,78,70,81,73,70,79,60,84,66,73,69,8,10,13,8,7,#Dribbler,"Flair,Technical Dribbler (CPU AI Only)",72+2,72+2,72+2,77+2,77+2,77+2,77+2,77+2,78+2,78+2,78+2,78+2,78+2,78+2,78+2,78+2,75+2,76+2,76+2,76+2,75+2,73+2,72+2,72+2,72+2,73+2,28
Maximiliano Gómez,22,ST,Uruguay,80,85,Right,1,3,4,High/ Low,Normal,Uruguay,SUB,56,85,81,76,76,76,68,53,58,77,61,65,45,77,53,79,73,71,80,76,65,21,83,60,67,77,35,20,23,7,8,13,12,6,,,78+2,78+2,78+2,72+2,75+2,75+2,75+2,72+2,72+2,72+2,72+2,71+2,66+2,66+2,66+2,71+2,52+2,52+2,52+2,52+2,52+2,49+2,48+2,48+2,48+2,49+2,28
Josuha Guilavogui,28,"CDM,CM",France,80,81,Right,2,3,2,Medium/ High,Lean,,,52,49,85,78,49,63,42,53,75,74,65,72,53,79,50,78,76,77,82,66,81,83,61,67,50,75,80,82,82,14,8,14,10,15,,Injury Free,68+2,68+2,68+2,65+2,67+2,67+2,67+2,65+2,68+2,68+2,68+2,67+2,72+2,72+2,72+2,67+2,74+2,78+2,78+2,78+2,74+2,76+2,81+2,81+2,81+2,76+2,34
Alex Oxlade-Chamberlain,25,"CM,RM",England,80,85,Right,2,4,4,High/ High,Stocky,,,78,69,39,80,58,84,73,60,75,84,84,85,81,78,88,80,69,82,72,76,77,72,79,81,69,77,67,70,66,16,9,6,9,9,,"Flair,Long Shot Taker (CPU AI Only),Speed Dribbler (CPU AI Only)",73+2,73+2,73+2,80+2,79+2,79+2,79+2,80+2,80+2,80+2,80+2,80+2,78+2,78+2,78+2,80+2,76+2,75+2,75+2,75+2,76+2,73+2,68+2,68+2,68+2,73+2,31
Mathew Ryan,26,GK,Australia,80,83,Right,1,4,1,Medium/ Medium,Normal,Australia,GK,23,11,14,40,15,13,23,12,45,24,53,52,53,73,50,35,78,34,68,18,36,23,10,68,25,64,10,20,17,81,75,82,78,83,,"GK Long Throw,Rushes Out Of Goal,Comes For Crosses",,,,,,,,,,,,,,,,,,,,,,,,,,,32
Luis Fernando Muriel Fruto,27,ST,Colombia,80,81,Right,2,4,4,High/ Medium,Stocky,Colombia,SUB,62,78,65,75,75,85,77,60,55,83,86,89,85,79,80,80,62,74,77,65,50,16,81,73,74,75,26,24,22,8,10,10,14,6,,"Beat Offside Trap,Flair,Speed Dribbler (CPU AI Only)",78+2,78+2,78+2,79+2,79+2,79+2,79+2,79+2,78+2,78+2,78+2,77+2,68+2,68+2,68+2,77+2,55+2,51+2,51+2,51+2,55+2,51+2,44+2,44+2,44+2,51+2,33
Domagoj Vida,29,"CB,RB",Croatia,80,80,Right,3,3,2,Medium/ High,Lean,,,65,41,79,66,36,53,44,35,60,66,70,80,64,75,63,54,79,76,77,22,83,81,43,50,51,78,85,79,83,16,13,10,9,8,,"Injury Free,Dives Into Tackles (CPU AI Only),Power Header",57+3,57+3,57+3,58+3,56+3,56+3,56+3,58+3,56+3,56+3,56+3,61+3,61+3,61+3,61+3,61+3,74+3,73+3,73+3,73+3,74+3,76+3,79+3,79+3,79+3,76+3,35
Ibai Gómez Pérez,29,"RM,RW,LM",Spain,80,80,Right,1,5,3,Medium/ Medium,Normal,,,79,79,47,77,75,82,85,81,78,81,79,77,79,75,78,83,66,75,66,79,63,45,78,80,65,67,73,58,55,14,8,13,7,11,,"Power Free-Kick,Flair,Long Shot Taker (CPU AI Only),Outside Foot Shot",75+2,75+2,75+2,79+2,78+2,78+2,78+2,79+2,79+2,79+2,79+2,78+2,75+2,75+2,75+2,78+2,69+2,68+2,68+2,68+2,69+2,66+2,61+2,61+2,61+2,66+2,35
Cristian Tello Herrera,27,"LM,RM",Spain,80,80,Right,2,4,4,Medium/ Medium,Lean,,,78,74,47,77,75,82,81,72,70,81,92,89,82,72,79,79,72,73,58,71,48,33,74,74,56,71,55,30,26,15,12,9,7,13,#Speedster,Speed Dribbler (CPU AI Only),73+2,73+2,73+2,79+2,77+2,77+2,77+2,79+2,77+2,77+2,77+2,78+2,70+2,70+2,70+2,78+2,61+2,57+2,57+2,57+2,61+2,57+2,48+2,48+2,48+2,57+2,33
Ismaily Gonçalves dos S.,29,LB,Brazil,80,80,Left,1,2,4,High/ Medium,Stocky,,,80,60,59,81,55,83,65,50,67,81,84,80,72,81,82,75,59,88,75,73,63,79,82,71,51,79,77,74,75,8,8,14,11,10,,"Long Throw-in,Avoids Using Weaker Foot,Outside Foot Shot",73+2,73+2,73+2,78+2,77+2,77+2,77+2,78+2,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,79+2,76+2,76+2,76+2,79+2,78+2,73+2,73+2,73+2,78+2,35
Aïssa Mandi,27,CB,Algeria,80,83,Right,1,3,2,High/ Medium,Lean,,,78,41,83,79,49,66,67,49,75,74,67,68,78,78,65,52,82,69,74,49,69,84,67,68,35,74,79,82,84,15,16,9,10,14,,Dives Into Tackles (CPU AI Only),64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,68+2,68+2,68+2,70+2,72+2,72+2,72+2,70+2,77+2,77+2,77+2,77+2,77+2,78+2,79+2,79+2,79+2,78+2,33
Jeison Fabián Murillo Cerón,26,CB,Colombia,80,84,Right,2,2,2,Medium/ High,Normal,Colombia,LCB,56,37,76,68,54,58,38,26,62,64,75,76,77,73,72,68,89,72,80,13,88,81,45,54,46,73,77,80,82,14,13,8,11,14,,"Dives Into Tackles (CPU AI Only),Power Header",58+2,58+2,58+2,58+2,57+2,57+2,57+2,58+2,58+2,58+2,58+2,61+2,61+2,61+2,61+2,61+2,72+2,73+2,73+2,73+2,72+2,74+2,78+2,78+2,78+2,74+2,32
Eric Dier,25,"CDM,CB,CM",England,80,84,Right,2,3,2,Medium/ High,Normal,England,CDM,67,52,82,77,51,65,60,74,78,70,62,68,52,78,38,82,77,78,89,72,91,81,53,67,70,77,82,81,83,11,14,6,13,9,#Strength,"Dives Into Tackles (CPU AI Only),Power Header",67+2,67+2,67+2,65+2,66+2,66+2,66+2,65+2,67+2,67+2,67+2,67+2,72+2,72+2,72+2,67+2,75+2,79+2,79+2,79+2,75+2,76+2,81+2,81+2,81+2,76+2,31
Jack Butland,25,GK,England,80,85,Right,2,3,1,Medium/ Medium,Normal,England,SUB,11,16,12,40,12,21,12,14,30,36,58,55,55,73,50,29,76,40,79,13,40,27,16,40,42,62,23,13,11,82,75,70,79,84,,"Leadership,Comes For Crosses",,,,,,,,,,,,,,,,,,,,,,,,,,,31
Adnan Januzaj,24,"RW,RM",Belgium,79,85,Left,1,4,4,Medium/ Low,Lean,Belgium,SUB,82,71,42,79,67,85,80,65,74,82,84,76,85,76,71,74,61,68,59,71,41,36,76,80,60,74,30,22,22,15,10,11,12,7,,"Diver,Flair,Technical Dribbler (CPU AI Only)",72+2,72+2,72+2,79+2,77+2,77+2,77+2,79+2,79+2,79+2,79+2,79+2,72+2,72+2,72+2,79+2,59+2,55+2,55+2,55+2,59+2,53+2,42+2,42+2,42+2,53+2,30
Jonas Hector,28,"LB,CDM",Germany,79,79,Left,3,3,3,Medium/ Medium,Normal,Germany,LWB,79,55,71,78,51,74,65,65,74,77,75,77,67,80,67,69,66,82,76,61,71,81,62,72,65,78,76,79,79,9,10,10,12,14,,Avoids Using Weaker Foot,68+3,68+3,68+3,72+3,70+3,70+3,70+3,72+3,72+3,72+3,72+3,74+3,74+3,74+3,74+3,74+3,78+3,77+3,77+3,77+3,78+3,78+3,76+3,76+3,76+3,78+3,34
